batting_team,bowling_team,current_over,current_score,wickets_lost,target_over,target_score
RR,KKR,9,57,5,10,67
RCB,CSK,14,94,1,17,131
PBKS,GT,14,126,2,15,135
MI,KKR,15,103,9,20,121
GT,PBKS,10,99,1,16,190
PBKS,KKR,5,41,2,19,239
KKR,SRH,8,71,0,19,252
LSG,MI,11,91,7,20,171
RCB,MI,5,30,4,15,128
LSG,KKR,5,39,4,16,143
SRH,DC,14,125,7,17,139
LSG,PBKS,8,71,2,12,120
RR,LSG,14,125,7,19,162
RR,CSK,8,52,0,20,191
LSG,DC,9,77,4,11,97
SRH,DC,12,82,6,20,138
LSG,SRH,5,45,4,12,91
MI,RR,15,124,1,18,162
CSK,PBKS,5,36,0,10,115
RCB,LSG,11,68,0,16,140
GT,CSK,5,32,0,8,80
DC,CSK,10,89,5,18,168
RCB,GT,15,131,0,16,146
DC,LSG,11,102,0,15,163
KKR,RR,13,92,9,16,109
RR,MI,13,99,0,16,137
RCB,GT,14,117,9,16,126
RCB,GT,13,100,7,19,147
MI,LSG,7,49,4,13,126
MI,RCB,11,88,1,12,96
MI,RR,6,56,0,18,204
RR,KKR,6,58,4,7,70
KKR,MI,13,94,8,19,127
CSK,DC,5,43,2,18,155
LSG,CSK,8,51,0,16,159
RCB,SRH,14,110,4,18,136
DC,RCB,11,80,5,12,90
RR,LSG,6,52,3,13,110
MI,DC,7,44,4,19,189
RCB,PBKS,10,61,0,11,77
GT,RR,14,85,1,15,94
PBKS,GT,15,119,0,19,175
GT,PBKS,9,56,5,13,100
DC,RR,6,37,4,15,141
SRH,RR,15,115,6,19,139
LSG,GT,13,122,5,15,141
DC,PBKS,12,90,4,13,101
DC,PBKS,7,58,0,12,129
DC,GT,12,109,6,14,126
RCB,DC,13,128,1,15,156
MI,GT,10,97,4,12,111
MI,RR,14,136,7,20,172
RR,LSG,5,30,4,16,116
RCB,PBKS,6,51,0,19,197
MI,GT,15,103,4,20,164
RCB,GT,7,43,0,17,189
SRH,CSK,8,57,3,10,83
GT,LSG,10,75,3,13,104
PBKS,MI,11,80,0,18,182
KKR,DC,7,60,3,10,93
GT,SRH,9,56,6,12,80
GT,MI,12,73,5,15,102
RCB,PBKS,5,43,2,18,183
PBKS,CSK,7,50,0,14,134
RCB,LSG,12,106,3,19,175
GT,CSK,7,65,2,9,89
GT,RCB,11,75,7,20,125
DC,MI,10,91,5,17,135
LSG,MI,5,37,1,15,150
KKR,GT,5,40,4,11,95
RCB,GT,8,71,4,11,92
LSG,RCB,7,50,4,8,59
LSG,GT,12,76,8,15,94
SRH,CSK,13,84,5,14,90
SRH,MI,10,72,7,16,115
LSG,DC,12,98,4,13,107
CSK,KKR,10,63,0,13,99
RR,KKR,11,95,6,19,181
KKR,DC,13,99,3,19,184
PBKS,DC,11,84,6,17,139
MI,DC,6,42,0,12,132
GT,KKR,14,84,3,19,125
RCB,SRH,5,31,1,9,91
CSK,PBKS,6,53,1,12,152
CSK,RCB,8,58,0,15,129
PBKS,SRH,12,76,3,13,85
MI,CSK,7,69,5,16,138
KKR,CSK,7,43,0,12,92
CSK,SRH,6,57,2,15,172
RCB,SRH,10,92,7,19,137
RR,PBKS,12,98,7,18,130
PBKS,RR,6,39,4,16,119
GT,RR,13,78,6,17,105
GT,DC,14,88,5,18,121
RR,CSK,14,139,7,17,163
PBKS,KKR,6,45,0,11,112
CSK,DC,9,70,5,10,81
PBKS,DC,13,79,4,20,131
LSG,CSK,7,44,3,14,95
MI,RR,6,36,1,9,65
KKR,CSK,11,77,5,18,151
PBKS,CSK,10,82,6,14,123
SRH,KKR,13,108,1,19,185
DC,RR,14,119,3,18,161
SRH,CSK,8,65,1,13,129
RR,SRH,13,92,4,16,113
DC,GT,11,104,0,13,139
RCB,PBKS,9,81,0,19,258
RR,LSG,8,68,5,16,124
DC,RCB,13,121,9,19,153
MI,PBKS,8,56,3,16,131
LSG,SRH,15,149,7,17,163
CSK,DC,14,102,5,17,120
KKR,RR,5,44,0,12,118
DC,MI,6,51,3,15,153
RR,MI,14,108,7,20,162
RR,PBKS,13,92,9,20,121
PBKS,RR,13,83,2,20,175
LSG,SRH,10,61,7,12,75
RR,RCB,12,91,3,14,105
PBKS,MI,6,49,3,10,101
GT,RCB,5,49,1,19,180
PBKS,RR,5,49,4,17,152
RCB,KKR,7,59,3,10,98
SRH,RCB,14,92,0,16,112
LSG,RCB,6,57,3,9,94
KKR,LSG,11,75,7,18,115
GT,KKR,12,94,5,20,178
CSK,SRH,8,73,4,13,134
SRH,KKR,11,95,3,13,113
GT,KKR,6,43,0,13,114
GT,DC,15,138,9,18,151
PBKS,GT,12,102,5,19,146
MI,LSG,11,99,6,20,162
GT,SRH,13,87,3,17,121
KKR,SRH,13,86,8,15,98
PBKS,CSK,12,102,5,19,160
PBKS,RCB,9,83,4,17,177
LSG,RCB,11,78,2,12,89
DC,KKR,7,50,4,8,59
MI,LSG,6,47,4,12,93
SRH,GT,7,51,2,18,179
DC,KKR,15,90,7,19,121
MI,LSG,5,35,1,18,240
GT,RCB,11,98,5,15,123
MI,GT,10,82,4,15,129
SRH,LSG,5,36,1,16,215
CSK,SRH,5,37,3,10,102
RCB,PBKS,7,54,2,12,114
RCB,CSK,9,59,6,17,124
SRH,MI,15,108,9,18,124
RR,CSK,10,89,7,18,127
MI,RCB,9,76,3,14,118
RR,RCB,14,110,9,20,138
LSG,SRH,15,121,1,19,157
DC,PBKS,15,119,1,17,145
KKR,GT,7,45,0,8,55
RR,LSG,12,93,3,13,103
LSG,DC,9,76,2,14,131
GT,RR,5,32,2,16,147
RCB,DC,6,58,2,10,113
LSG,GT,7,45,0,10,96
SRH,KKR,15,119,6,17,136
GT,PBKS,7,58,5,15,108
DC,MI,9,62,2,19,199
PBKS,SRH,15,109,7,18,127
RR,MI,7,46,0,12,92
DC,RR,12,96,4,18,161
RCB,RR,7,51,3,12,103
CSK,RR,15,136,9,18,154
DC,LSG,5,39,3,7,60
MI,KKR,13,114,3,16,144
GT,CSK,10,70,6,13,92
KKR,DC,14,107,8,17,124
KKR,MI,5,46,3,20,246
DC,MI,15,131,9,20,149
DC,KKR,12,117,0,18,174
SRH,RR,13,122,8,18,145
RR,RCB,11,102,7,18,159
PBKS,KKR,6,42,1,18,165
MI,RR,12,80,9,19,109
DC,LSG,5,38,3,15,139
GT,MI,12,97,5,13,107
DC,CSK,7,46,3,12,102
DC,KKR,6,52,4,7,62
SRH,RCB,15,98,5,18,129
RR,SRH,11,92,5,14,116
RCB,KKR,5,33,2,17,206
LSG,KKR,13,89,1,17,153
CSK,PBKS,14,84,9,16,94
RCB,DC,9,67,0,15,165
PBKS,RCB,9,63,6,13,85
RR,LSG,9,62,7,12,85
LSG,DC,5,30,2,8,70
MI,SRH,9,81,3,16,151
LSG,RCB,12,87,3,16,133
PBKS,KKR,5,36,4,17,171
KKR,RCB,9,84,7,19,140
LSG,RR,6,37,0,14,146
DC,PBKS,12,114,2,13,127
GT,SRH,11,106,8,12,112
RR,RCB,7,47,5,8,53
SRH,RR,8,48,2,11,89
RR,GT,10,92,3,11,103
RCB,CSK,11,109,6,20,200
RCB,GT,15,149,3,18,177
CSK,GT,14,126,3,20,203
PBKS,DC,9,87,6,17,164
GT,SRH,14,103,8,18,128
LSG,PBKS,12,117,4,19,189
GT,RCB,15,128,6,17,142
CSK,MI,6,49,0,8,80
RCB,GT,13,90,3,19,141
DC,KKR,8,54,0,17,213
KKR,GT,8,68,1,18,201
KKR,CSK,5,44,0,10,119
LSG,DC,13,93,1,19,158
RR,SRH,7,46,1,18,150
CSK,MI,11,90,0,15,133
MI,LSG,13,112,6,14,119
RR,MI,15,105,5,19,141
GT,SRH,12,95,8,14,107
DC,CSK,13,115,9,18,144
LSG,RCB,6,54,3,7,64
PBKS,RR,8,76,5,10,88
LSG,RR,8,69,0,13,127
GT,PBKS,7,47,2,14,152
SRH,KKR,11,87,7,12,95
KKR,RCB,5,49,1,11,108
DC,RR,13,102,4,16,141
SRH,DC,12,105,1,19,172
DC,SRH,13,85,4,16,110
RCB,PBKS,7,67,2,8,80
KKR,RR,14,138,1,18,204
PBKS,RCB,6,50,3,13,145
CSK,DC,13,103,4,14,113
PBKS,RCB,15,143,4,17,166
LSG,RCB,15,127,3,17,144
RCB,KKR,7,48,5,20,148
LSG,SRH,14,137,1,16,162
CSK,SRH,11,108,6,12,115
GT,LSG,5,31,1,15,125
KKR,SRH,7,42,4,14,91
LSG,CSK,5,33,1,14,137
DC,SRH,14,90,1,19,151
RR,CSK,12,81,9,15,95
RR,CSK,10,78,2,15,135
CSK,LSG,15,141,0,17,167
SRH,RCB,9,75,1,11,92
RCB,DC,7,42,0,12,118
LSG,CSK,13,85,3,20,165
PBKS,KKR,10,65,2,13,101
RCB,LSG,12,119,2,20,187
RCB,LSG,5,45,2,17,179
LSG,DC,7,65,1,17,165
RR,MI,13,107,6,15,126
KKR,DC,6,46,3,17,135
GT,RR,11,67,7,15,94
GT,DC,8,59,5,17,120
KKR,GT,15,119,0,16,130
GT,LSG,9,67,0,13,124
RCB,MI,8,64,4,20,196
SRH,CSK,6,54,4,17,178
SRH,CSK,9,66,1,20,201
GT,RR,8,61,2,19,203
SRH,LSG,14,113,5,17,131
CSK,GT,8,78,1,10,101
RR,PBKS,8,50,3,20,143
SRH,KKR,11,77,8,14,97
GT,MI,7,63,4,8,71
PBKS,MI,13,122,3,18,183
RCB,LSG,5,39,0,8,66
MI,RCB,15,138,3,18,172
RCB,MI,7,65,4,12,118
CSK,PBKS,13,119,5,17,164
SRH,CSK,12,114,2,20,192
DC,SRH,13,125,8,16,146
KKR,MI,9,59,3,15,116
MI,KKR,11,103,3,15,148
LSG,RR,5,30,2,12,101
MI,LSG,5,44,0,19,195
KKR,RR,10,86,0,19,197
RCB,SRH,9,61,7,13,96
KKR,LSG,7,53,3,13,110
GT,RCB,15,135,0,18,174
LSG,CSK,8,79,5,17,142
DC,MI,7,59,2,11,99
SRH,LSG,14,110,4,16,128
PBKS,SRH,5,37,2,8,69
PBKS,GT,13,92,3,20,186
KKR,RCB,11,103,0,19,229
SRH,LSG,7,60,1,14,146
SRH,LSG,13,128,6,19,185
DC,MI,13,96,2,17,150
RR,MI,11,66,5,20,148
DC,PBKS,8,77,1,16,170
PBKS,RR,10,81,7,17,130
KKR,SRH,6,49,1,20,272
MI,DC,11,100,8,16,122
RR,MI,12,95,8,20,147
GT,LSG,11,72,7,16,103
RR,CSK,8,64,5,15,122
DC,PBKS,11,74,0,17,138
GT,SRH,11,108,6,12,115
RR,GT,15,91,1,17,124
CSK,SRH,6,43,3,7,54
KKR,SRH,10,94,0,14,160
RCB,RR,15,114,4,16,124
RCB,MI,6,52,4,20,196
CSK,KKR,7,52,5,16,150
CSK,KKR,5,49,1,14,159
KKR,RR,6,37,3,9,69
GT,RR,13,105,8,20,154
PBKS,GT,8,54,4,9,61
DC,MI,12,83,5,17,117
MI,DC,5,48,1,14,137
PBKS,GT,7,59,3,9,74
SRH,MI,8,58,0,10,81
PBKS,GT,13,111,6,15,128
RR,PBKS,11,99,2,16,139
RCB,MI,15,109,8,16,115
MI,GT,6,36,2,7,50
MI,RR,15,136,3,18,162
MI,CSK,12,116,1,16,178
PBKS,LSG,10,97,7,11,105
KKR,CSK,9,57,5,18,128
CSK,PBKS,14,121,0,19,191
CSK,SRH,7,62,5,9,82
MI,RCB,5,42,3,12,103
PBKS,DC,9,69,5,18,132
LSG,KKR,13,128,0,20,191
KKR,MI,7,47,5,8,56
PBKS,RCB,11,89,5,19,180
DC,PBKS,7,44,4,20,174
RCB,KKR,12,72,6,18,131
PBKS,GT,9,64,1,20,212
GT,LSG,6,59,2,15,173
RCB,KKR,5,31,2,9,82
DC,MI,11,71,6,14,89
PBKS,SRH,13,82,2,14,91
GT,MI,12,113,5,19,159
MI,PBKS,7,60,0,17,189
CSK,KKR,14,89,1,17,123
KKR,LSG,11,102,4,17,173
MI,KKR,14,117,4,16,136
CSK,GT,14,111,0,16,140
CSK,PBKS,6,46,3,11,91
LSG,PBKS,14,126,0,19,199
SRH,RR,15,131,2,16,140
MI,SRH,5,36,0,11,124
CSK,LSG,10,89,6,14,127
RCB,RR,5,39,3,13,110
PBKS,RCB,11,105,7,13,121
DC,RR,5,49,2,8,90
CSK,PBKS,9,55,5,20,150
GT,CSK,15,91,9,16,94
GT,MI,5,31,1,17,132
SRH,DC,8,55,4,20,207
DC,LSG,5,37,0,14,191
PBKS,LSG,15,96,9,19,122
MI,RR,6,42,3,8,68
MI,PBKS,9,55,7,14,93
MI,PBKS,12,84,9,19,121
DC,KKR,5,35,2,19,189
RR,LSG,15,128,3,17,153
GT,LSG,5,47,0,10,105
LSG,MI,9,85,2,14,135
RCB,KKR,10,60,0,20,218
RCB,DC,9,81,5,18,185
LSG,DC,7,49,0,16,138
LSG,RCB,6,36,2,13,123
PBKS,RCB,10,73,2,12,89
SRH,RCB,10,97,0,14,150
CSK,GT,9,84,4,18,175
LSG,DC,5,39,4,11,92
SRH,CSK,14,112,5,15,121
DC,PBKS,14,139,1,15,152
CSK,RCB,5,37,1,16,183
CSK,MI,6,53,3,7,65
GT,SRH,11,80,5,19,136
LSG,CSK,11,66,1,12,75
MI,PBKS,11,83,8,15,108
RCB,RR,13,89,0,17,153
PBKS,LSG,6,40,3,12,116
CSK,GT,15,97,4,18,122
LSG,PBKS,6,58,1,17,189
LSG,KKR,6,56,1,7,66
MI,DC,6,50,2,20,226
GT,CSK,14,111,6,18,136
DC,PBKS,15,90,7,18,115
PBKS,KKR,14,89,2,16,107
GT,MI,10,83,7,15,114
RR,SRH,15,113,4,17,136
RCB,KKR,9,85,0,13,134
RCB,KKR,14,124,8,16,134
MI,PBKS,6,51,0,15,134
LSG,SRH,13,91,2,20,198
RR,GT,12,73,4,15,112
LSG,CSK,11,93,6,18,142
MI,PBKS,14,96,6,16,113
MI,RR,6,55,0,9,91
PBKS,KKR,6,40,3,13,112
RR,CSK,7,67,1,8,80
RR,GT,12,76,0,17,156
KKR,SRH,13,118,7,17,146
SRH,GT,14,95,6,16,105
LSG,KKR,9,83,1,12,110
CSK,KKR,9,66,7,15,116
PBKS,RR,5,47,1,6,58
PBKS,CSK,14,103,8,19,136
CSK,KKR,12,85,2,16,143
KKR,PBKS,14,123,3,17,154
CSK,PBKS,12,74,3,17,127
GT,CSK,7,66,3,9,94
SRH,RCB,15,141,9,16,147
KKR,MI,9,84,5,17,173
DC,MI,15,104,6,16,112
MI,KKR,8,62,4,13,118
LSG,CSK,14,85,5,20,146
SRH,PBKS,5,42,1,16,172
RR,MI,15,141,5,18,173
PBKS,MI,5,33,2,15,165
GT,LSG,6,56,3,10,102
PBKS,SRH,13,86,2,15,106
LSG,RCB,8,79,3,20,174
PBKS,GT,9,78,0,17,170
GT,RR,10,63,6,16,99
RR,PBKS,8,68,6,15,113
MI,DC,14,118,6,17,134
PBKS,CSK,12,107,6,20,166
GT,CSK,10,95,0,14,143
PBKS,SRH,14,124,9,16,137
SRH,KKR,11,89,7,13,104
SRH,RCB,8,57,3,19,182
LSG,CSK,12,102,0,18,196
GT,SRH,15,133,0,16,143
MI,LSG,14,88,0,15,97
MI,GT,10,74,3,13,115
LSG,RCB,8,72,5,20,155
PBKS,DC,15,95,9,20,120
GT,PBKS,13,101,4,20,179
MI,KKR,9,68,5,15,109
DC,PBKS,14,132,8,18,163
DC,KKR,9,74,6,18,159
SRH,LSG,5,32,4,9,61
DC,PBKS,5,39,4,10,91
PBKS,DC,5,44,3,7,72
RR,GT,8,74,0,17,212
CSK,KKR,14,139,7,18,161
KKR,CSK,13,84,2,19,151
GT,KKR,8,71,1,19,208
RR,DC,11,101,1,12,113
DC,PBKS,11,67,4,13,84
CSK,SRH,7,60,4,12,98
GT,CSK,9,66,7,18,114
SRH,GT,15,106,7,19,130
LSG,GT,5,33,0,7,57
MI,RR,8,76,1,17,173
GT,CSK,6,46,0,9,91
RR,CSK,13,105,8,18,131
LSG,DC,13,103,1,16,150
MI,PBKS,14,104,3,19,159
PBKS,MI,5,36,4,17,120
GT,SRH,9,68,6,20,186
MI,GT,6,42,1,12,122
RR,DC,7,47,0,15,123
KKR,LSG,7,58,4,10,88
SRH,GT,9,60,2,17,146
LSG,CSK,5,45,2,6,54
PBKS,MI,8,50,0,13,130
CSK,PBKS,5,35,3,18,155
GT,DC,5,30,0,7,48
RR,CSK,14,123,6,17,143
GT,RR,12,97,5,19,169
LSG,RR,11,85,2,17,140
GT,RCB,7,63,4,15,141
MI,RR,9,56,3,14,105
LSG,MI,6,45,1,9,81
SRH,LSG,6,36,2,20,170
DC,CSK,11,108,3,18,161
MI,RCB,14,93,5,18,128
GT,RCB,5,39,1,15,186
PBKS,CSK,13,128,6,14,138
LSG,PBKS,6,39,0,10,91
DC,SRH,8,56,3,12,113
PBKS,RR,7,53,1,18,176
PBKS,GT,13,101,1,17,140
LSG,MI,14,107,8,15,111
SRH,GT,5,34,1,10,76
RCB,GT,6,40,3,11,79
LSG,RCB,10,92,8,11,96
KKR,RCB,6,59,0,19,247
SRH,DC,6,53,1,16,176
KKR,SRH,6,57,3,18,191
GT,CSK,11,104,8,19,162
RCB,KKR,10,99,1,14,157
CSK,PBKS,13,93,7,20,150
LSG,CSK,11,79,1,15,133
DC,SRH,14,89,8,19,124
DC,PBKS,9,59,3,17,167
DC,RCB,13,114,7,14,122
RCB,RR,11,72,7,16,99
MI,RCB,8,77,2,9,89
PBKS,GT,11,102,8,16,130
DC,KKR,10,69,1,19,169
GT,KKR,9,80,2,19,232
LSG,DC,7,62,3,9,87
DC,GT,6,47,1,11,89
GT,DC,9,54,1,17,139
GT,CSK,15,96,3,18,127
SRH,LSG,8,77,1,12,127
RCB,CSK,13,88,5,15,106
LSG,MI,5,42,1,9,94
KKR,GT,5,38,2,16,196
RCB,SRH,10,95,1,16,159
LSG,GT,13,125,0,17,196
SRH,RCB,5,42,0,10,125
RCB,GT,7,51,0,11,120
CSK,RCB,15,93,1,18,128
RCB,PBKS,5,47,0,20,199
MI,SRH,13,89,1,20,172
RR,KKR,12,93,4,15,119
RCB,PBKS,5,46,1,11,106
SRH,RCB,14,111,4,17,147
DC,PBKS,5,47,1,12,115
MI,LSG,12,84,0,20,168
RCB,MI,14,110,7,17,136
MI,RR,12,81,0,13,92
DC,RR,6,49,0,9,101
GT,RR,15,123,3,19,164
LSG,KKR,14,110,9,20,141
MI,SRH,7,55,4,18,160
CSK,PBKS,6,53,3,11,89
DC,SRH,5,30,4,13,135
RR,LSG,11,95,5,13,112
KKR,MI,13,86,5,16,109
PBKS,KKR,12,96,2,18,189
MI,RR,11,94,3,20,173
SRH,PBKS,8,54,6,11,81
KKR,SRH,5,37,4,8,75
SRH,KKR,13,110,2,19,183
SRH,PBKS,13,83,8,18,119
SRH,KKR,10,68,3,14,109
GT,PBKS,15,121,3,18,161
SRH,RR,11,90,3,19,158
RCB,DC,13,100,6,15,119
PBKS,RCB,10,82,3,17,151
PBKS,MI,10,93,3,15,158
RCB,PBKS,6,43,4,13,128
PBKS,MI,13,126,8,18,158
RR,GT,13,122,7,14,129
KKR,MI,9,74,6,20,154
RCB,DC,10,89,0,13,116
CSK,MI,7,53,5,19,164
MI,RCB,15,144,8,18,162
GT,SRH,10,63,5,13,85
LSG,KKR,14,137,4,18,182
RR,RCB,7,57,0,8,70
RR,CSK,8,75,1,9,88
GT,DC,8,65,6,16,134
PBKS,RCB,10,61,7,17,121
CSK,RR,5,39,1,8,73
KKR,PBKS,6,38,1,12,116
RR,PBKS,12,98,8,14,113
GT,RR,13,116,8,15,130
CSK,DC,8,48,5,15,103
SRH,RCB,8,62,3,20,234
RCB,MI,10,87,2,13,112
RR,GT,15,110,1,18,140
DC,RCB,8,58,1,14,141
MI,SRH,6,57,1,11,119
SRH,KKR,11,91,7,16,118
MI,PBKS,8,55,2,17,152
KKR,SRH,12,108,5,14,131
KKR,DC,11,83,0,12,96
RR,KKR,14,116,0,16,140
RCB,MI,13,96,1,20,175
GT,CSK,9,64,3,13,108
MI,RR,11,88,8,16,117
LSG,CSK,12,99,7,17,140
CSK,MI,11,82,5,13,98
GT,PBKS,9,64,2,13,118
RCB,SRH,9,66,5,14,111
LSG,KKR,9,80,2,17,158
SRH,GT,14,89,5,20,152
RCB,LSG,7,63,0,8,73
MI,SRH,5,43,3,14,149
KKR,MI,13,87,2,18,131
RR,MI,9,54,6,12,78
RR,KKR,6,47,4,9,72
RCB,PBKS,11,78,2,14,101
KKR,PBKS,7,68,4,20,158
GT,PBKS,6,43,1,10,86
CSK,SRH,5,32,2,19,148
GT,DC,7,47,3,18,180
CSK,RCB,14,84,3,20,164
RR,CSK,13,119,6,14,127
CSK,SRH,15,102,7,19,133
RCB,MI,7,50,1,16,138
MI,SRH,15,126,7,20,152
CSK,RCB,6,58,2,15,161
DC,PBKS,14,95,4,17,127
KKR,RR,5,39,4,6,52
CSK,KKR,8,62,5,18,142
KKR,GT,12,76,8,13,81
CSK,LSG,10,90,1,15,144
SRH,RCB,13,92,4,20,176
RR,RCB,6,46,1,14,140
KKR,CSK,10,71,2,16,163
RR,MI,5,44,2,8,78
MI,KKR,5,33,0,6,45
KKR,DC,9,85,7,10,93
DC,LSG,7,57,5,11,88
DC,LSG,13,121,4,17,160
KKR,MI,15,134,0,16,151
DC,KKR,10,67,5,15,118
MI,SRH,10,61,8,18,95
KKR,RCB,14,115,0,17,157
RCB,RR,6,36,1,11,103
KKR,DC,8,51,5,13,92
CSK,RCB,7,45,2,15,115
GT,CSK,15,120,6,19,144
GT,PBKS,10,86,7,12,103
PBKS,CSK,5,47,1,15,189
RCB,LSG,12,79,4,20,146
SRH,RR,11,101,2,14,138
GT,PBKS,10,60,4,19,178
MI,CSK,6,45,2,12,105
LSG,MI,15,128,2,16,143
GT,CSK,15,94,9,20,120
GT,KKR,9,87,5,19,170
DC,RR,12,76,6,19,124
RCB,DC,7,49,5,13,102
SRH,MI,7,66,3,20,221
GT,DC,15,145,4,17,169
PBKS,GT,6,46,4,14,114
CSK,LSG,9,72,1,20,226
GT,MI,6,49,0,10,109
PBKS,LSG,15,137,1,16,148
GT,PBKS,15,133,6,17,147
DC,GT,10,64,0,14,117
RCB,RR,14,113,0,17,143
GT,MI,8,61,2,17,134
RR,DC,10,76,8,16,104
MI,RCB,6,44,2,10,105
CSK,MI,8,66,4,11,100
GT,LSG,10,65,0,15,121
GT,SRH,11,82,0,13,103
SRH,KKR,11,75,0,19,191
GT,RCB,13,95,4,17,123
CSK,RCB,5,42,0,18,205
KKR,MI,10,89,7,20,168
LSG,KKR,13,81,2,14,91
DC,CSK,15,128,4,17,146
GT,RCB,11,67,1,16,128
GT,LSG,13,105,2,20,177
KKR,GT,8,68,5,16,120
DC,GT,14,114,8,15,120
DC,MI,11,93,4,16,142
GT,SRH,15,113,6,18,144
MI,DC,15,148,6,20,181
DC,SRH,6,37,4,18,141
MI,RR,10,97,8,16,143
RR,RCB,12,79,2,17,146
MI,KKR,10,82,6,14,120
PBKS,SRH,12,91,3,17,136
LSG,RCB,6,47,2,17,181
KKR,GT,11,93,2,17,148
CSK,PBKS,8,57,5,20,153
DC,SRH,5,36,0,13,158
GT,MI,15,146,3,18,179
KKR,RCB,15,128,8,17,138
LSG,KKR,14,94,7,18,125
RCB,CSK,12,105,4,17,142
DC,PBKS,13,79,8,16,93
MI,KKR,7,51,4,15,111
DC,LSG,13,110,8,14,116
RCB,MI,15,90,4,19,122
LSG,MI,9,65,4,14,122
GT,RR,6,52,1,15,146
LSG,PBKS,9,86,5,16,142
MI,DC,15,98,6,18,114
LSG,GT,6,41,4,8,63
KKR,RCB,15,121,0,18,160
RCB,SRH,6,48,0,20,272
CSK,LSG,6,46,2,10,102
RCB,PBKS,6,46,4,13,107
PBKS,GT,15,136,0,17,162
RCB,KKR,8,67,3,15,155
RR,DC,14,121,7,17,136
KKR,SRH,6,56,0,18,171
PBKS,RR,15,118,5,18,143
GT,CSK,5,37,0,10,101
SRH,PBKS,7,51,5,9,67
LSG,CSK,9,54,5,13,96
RR,PBKS,8,50,2,20,159
RR,MI,11,69,8,17,113
PBKS,MI,10,79,1,19,182
LSG,MI,9,65,1,14,119
RR,SRH,9,65,5,16,126
MI,GT,6,50,1,19,240
SRH,RCB,10,96,2,19,214
SRH,PBKS,11,106,5,14,133
GT,PBKS,14,100,7,20,146
GT,PBKS,5,34,3,14,125
RR,RCB,12,89,1,20,214
CSK,KKR,10,87,5,18,166
CSK,DC,5,33,1,6,47
GT,MI,15,105,6,17,120
KKR,GT,9,86,0,20,270
SRH,GT,13,108,7,14,114
RR,LSG,5,46,3,20,222
MI,PBKS,9,62,3,13,97
LSG,DC,11,78,0,13,111
KKR,RR,7,42,4,14,98
GT,SRH,6,57,0,7,72
RCB,DC,14,88,4,18,122
PBKS,GT,15,107,2,20,150
MI,DC,7,53,5,17,113
GT,LSG,7,61,1,12,118
GT,KKR,13,122,7,16,142
RR,GT,15,110,4,20,145
CSK,GT,7,55,3,17,148
GT,RR,14,135,8,17,151
LSG,RR,11,88,1,12,98
KKR,PBKS,9,73,6,16,130
SRH,KKR,5,49,0,15,184
RCB,MI,8,64,2,15,120
GT,PBKS,15,119,2,16,130
CSK,RCB,7,55,1,13,147
RR,RCB,12,74,9,18,104
RR,CSK,11,78,4,13,92
MI,RR,6,54,4,18,164
PBKS,DC,8,78,4,13,120
KKR,RR,13,105,9,14,111
RCB,LSG,12,83,9,16,110
PBKS,CSK,14,127,6,16,143
CSK,RCB,7,50,5,8,58
CSK,PBKS,15,101,5,18,131
RR,LSG,14,126,0,15,139
KKR,CSK,5,34,0,17,187
PBKS,LSG,11,81,2,12,91
KKR,PBKS,14,106,4,19,171
KKR,LSG,7,57,5,9,77
LSG,KKR,15,123,1,17,145
MI,CSK,14,99,1,19,152
RCB,LSG,6,37,2,10,76
PBKS,KKR,14,130,7,18,152
SRH,GT,5,42,1,7,64
RR,SRH,7,59,5,19,184
DC,SRH,11,80,7,13,89
SRH,DC,11,96,6,20,169
CSK,GT,11,102,1,18,168
RCB,RR,12,115,4,17,156
PBKS,MI,10,61,4,13,97
MI,KKR,6,40,4,13,116
CSK,RR,15,112,3,20,170
MI,SRH,7,46,1,20,229
PBKS,RCB,9,84,3,16,165
CSK,RR,7,51,1,10,92
MI,LSG,12,77,8,17,101
MI,SRH,11,78,0,17,185
CSK,PBKS,8,57,6,19,136
RCB,MI,11,95,7,16,133
RCB,LSG,9,56,0,10,69
KKR,SRH,8,55,1,18,159
LSG,MI,11,98,7,14,124
LSG,KKR,10,62,1,11,78
KKR,PBKS,6,38,3,17,146
RR,KKR,15,115,9,19,138
PBKS,DC,8,67,1,19,192
PBKS,RR,8,65,1,16,156
LSG,GT,14,90,1,15,100
RR,RCB,7,58,3,18,172
MI,CSK,5,30,2,6,41
LSG,KKR,12,95,0,16,149
RCB,LSG,12,105,6,13,114
RR,KKR,8,55,6,19,137
DC,RR,11,108,6,13,123
LSG,RR,11,109,1,18,196
MI,RR,6,42,3,10,73
RCB,KKR,10,70,5,18,123
PBKS,LSG,12,81,3,13,88
SRH,KKR,11,102,4,18,167
LSG,GT,11,78,3,14,119
SRH,RCB,13,80,1,18,154
LSG,RR,6,58,3,19,240
LSG,RCB,6,45,4,10,94
RCB,KKR,7,50,3,20,194
KKR,CSK,13,127,4,14,137
LSG,PBKS,12,103,0,19,176
MI,GT,14,126,2,16,144
RR,GT,7,48,4,16,108
DC,RCB,12,96,3,18,178
RR,CSK,14,136,6,17,160
KKR,LSG,7,43,0,19,171
SRH,GT,8,55,0,18,183
GT,RCB,14,105,8,18,131
DC,RCB,13,91,9,18,114
DC,LSG,11,99,5,13,115
CSK,SRH,7,42,4,18,140
RR,MI,5,38,4,12,123
